,funding_total_usd,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,is_successful,category
30099,2250000.0,USA,SD,Sioux Falls,Sioux Falls,1,1993-01-01,2013-06-17,2013-06-17,0,Hospitality
30100,65931050.0,USA,MD,"Washington, D.C.",Bethesda,4,2003-01-01,2007-09-10,2011-01-14,0,Mobile
30101,92136875.0,KOR,13,Seongnam,Seongnam,3,2006-01-01,2011-08-31,2014-03-03,0,Software
30102,820000.0,USA,TX,Austin,Austin,2,2014-12-02,2014-12-02,2015-05-10,0,Consumer Goods
30104,740500.0,USA,CO,Denver,Denver,3,2012-03-10,2013-02-27,2014-05-01,0,Advertising
30105,3493737.0,GBR,U8,Edinburgh,Edinburgh,1,1989-01-01,2001-05-01,2001-05-01,0,Software
30106,53243204.0,USA,MA,Boston,Waltham,6,2009-01-01,2009-12-24,2015-08-19,0,Biotechnology
30108,780000.0,USA,CA,SF Bay Area,Redwood City,1,2010-01-01,2011-01-18,2011-01-18,0,Consumer Electronics
30110,800000.0,USA,CA,Anaheim,Irvine,2,2012-09-07,2012-12-14,2012-12-14,0,Networking
30111,165000000.0,USA,VA,Richmond,Richmond,2,2010-01-01,2012-05-29,2014-04-07,0,Biotechnology
30112,8787500.0,USA,CA,Los Angeles,El Segundo,3,2012-01-01,2011-08-15,2015-10-20,0,Enterprise Software
30114,2770000.0,USA,CA,SF Bay Area,San Francisco,4,2012-01-01,2012-12-30,2015-03-18,0,Employment
30116,56600000.0,USA,MA,Boston,Burlington,5,1997-01-01,2003-07-14,2009-05-08,0,Big Data Analytics
30118,249999.0,USA,CA,San Diego,San Diego,1,2008-01-01,2014-05-29,2014-05-29,0,Apps
30121,1300000.0,FRA,B9,Villeurbanne,Villeurbanne,1,2007-11-17,2010-09-07,2010-09-07,1,Analytics
30125,73000000.0,USA,CA,SF Bay Area,South San Francisco,5,2001-01-01,2003-06-24,2012-04-01,1,Biotechnology
30127,10900000.0,USA,CA,San Diego,San Diego,1,2005-01-01,2006-06-20,2006-06-20,0,Semiconductors
30128,19999.0,USA,CA,San Diego,San Diego,1,2005-01-01,2013-02-12,2013-02-12,0,Biotechnology
30130,116100000.0,USA,NY,New York City,New York,6,2006-06-01,2007-05-01,2014-02-11,0,Analytics
30132,200000000.0,IND,,,,1,1993-01-01,2014-08-26,2014-08-26,0,Jewelry
30134,8375000.0,USA,MN,MN - Other,Mendota,1,2006-01-01,2009-12-03,2009-12-03,0,Health Care
30135,6000000.0,USA,CA,San Diego,Escondido,1,2012-01-01,2013-08-21,2013-08-21,0,Biotechnology
30137,27270000.0,USA,CA,SF Bay Area,San Francisco,6,2012-04-01,2012-06-01,2014-12-11,0,Games
30138,40000.0,CHL,12,Santiago,Santiago,1,2013-01-01,2013-11-19,2013-11-19,0,Software
30141,70020.0,,,,,1,2011-01-01,2011-03-17,2011-03-17,0,Games
30143,584269.0,USA,NY,New York City,New York,1,2006-01-01,2010-02-25,2010-02-25,0,Software
30145,108000000.0,USA,MA,Boston,Newton,4,2008-01-01,2011-05-02,2015-01-22,0,Enterprise Software
30147,14050.0,IND,28,Kolkata,Kolkata,2,2015-01-01,2015-08-17,2015-09-28,0,Credit Cards
30148,1000000.0,ISR,5,Tel Aviv,Ramat Gan,1,2007-04-01,2009-01-01,2009-01-01,0,Analytics
30149,200000.0,ARE,3,Dubai,Dubai,1,2013-01-01,2014-02-14,2014-02-14,0,Restaurants
30151,339996.0,USA,CO,Denver,Boulder,3,2012-01-01,2013-06-01,2014-06-01,0,Collaboration
30154,1400000.0,USA,CA,SF Bay Area,San Francisco,1,2014-11-19,2014-12-03,2014-12-03,0,Apps
30155,7734982.0,USA,NY,New York City,New York,1,2013-04-01,2014-07-09,2014-07-09,0,Entertainment
30157,42467.0,CAN,MB,Winnipeg,Winnipeg,1,2001-01-01,2009-05-03,2009-05-03,0,Biotechnology
30159,58470000.0,CHN,23,Shanghai,Shanghai,4,1997-01-01,2006-07-01,2010-08-01,0,Health Care
30160,1750000.0,USA,GA,Atlanta,Atlanta,2,2013-08-01,2014-02-19,2015-01-05,0,Apps
30161,100000.0,USA,,,,1,2012-12-23,2014-04-14,2014-04-14,0,Consumers
30162,79265.0,AUT,9,Vienna,Vienna,1,2015-03-15,2015-07-03,2015-07-03,0,Online Travel
30164,30000.0,MEX,9,Mexico City,Mexico City,2,2014-05-06,2014-05-06,2014-09-01,0,Automotive
30166,456463.0,GBR,I2,Manchester,Manchester,1,2008-07-01,2012-12-01,2012-12-01,0,Health Diagnostics
30168,326000000.0,CHN,30,Shenzhen,Shenzhen,5,2003-01-01,2004-01-01,2014-04-06,1,Software
30171,3000000.0,USA,OR,"Portland, Oregon",Portland,2,2012-01-01,2012-09-01,2014-07-01,0,Software
30172,1500000.0,USA,PA,Philadelphia,Doylestown,2,2010-08-10,2013-03-07,2015-05-01,0,Biotechnology
30173,2000000.0,USA,TX,Dallas,Dallas,1,2007-01-01,2013-12-17,2013-12-17,0,Content
30174,16500000.0,GBR,H9,London,London,2,2013-01-25,2013-12-19,2015-05-04,0,Hardware + Software
30177,44896100.0,CHN,32,Chengdu,Chengdu,2,2004-01-01,2011-09-01,2013-10-01,0,News
30178,21120454.0,GBR,H9,London,London,4,2011-06-03,2011-07-01,2015-05-27,0,B2B
30179,3436500.0,USA,NY,New York City,New York,5,2013-01-01,2011-11-25,2014-02-25,1,Lifestyle
30180,16409144.0,USA,MA,Boston,Cambridge,2,2015-01-01,2015-06-12,2015-06-12,0,Biotechnology
30181,4550000.0,MYS,14,Kuala Lumpur,Kuala Lumpur,2,2014-11-01,2015-02-14,2015-11-18,0,Internet
30182,634786.0,CHN,9,Zhengzhou,Zhengzhou,1,2012-10-01,2006-11-01,2006-11-01,0,Education
30183,6400000.0,USA,MA,Boston,Maynard,1,1996-01-01,2002-01-15,2002-01-15,0,App Marketing
30185,199000.0,GBR,L9,Sheffield,Sheffield,1,2007-01-01,2008-01-01,2008-01-01,0,Software
30186,20300000.0,USA,NY,New York City,New York,2,2008-03-01,2010-09-17,2014-02-19,0,Finance
30187,18950000.0,USA,CO,Denver,Boulder,6,2010-04-02,2010-08-01,2015-05-12,0,Content
30188,1600000.0,USA,IL,Chicago,Chicago,1,2012-05-01,2012-12-04,2012-12-04,0,B2B
30189,19743770.0,USA,CA,SF Bay Area,Palo Alto,3,2005-01-01,2005-02-01,2010-01-13,1,Big Data
30191,100000.0,USA,VA,"Washington, D.C.",Reston,1,2011-01-01,2013-02-04,2013-02-04,0,Mobility
30193,675000.0,USA,CO,Denver,Boulder,1,2012-06-01,2014-08-12,2014-08-12,0,Software
30194,890000.0,ISL,10,ISL - Other,Kópavogur,1,2012-01-01,2015-01-21,2015-01-21,0,Consulting
30196,1500000.0,USA,NY,New York City,Brooklyn,1,2012-01-01,2013-03-22,2013-03-22,0,Apps
30197,900000.0,USA,OH,Cincinnati,Cincinnati,2,2012-01-01,2013-03-01,2015-05-07,0,Hardware + Software
30198,1000.0,USA,NJ,Atlantic City,Newtonville,1,2010-01-01,2010-09-01,2010-09-01,0,Android
30199,2300000.0,IND,25,IND - Other,Adyar,1,2010-01-01,2015-11-17,2015-11-17,0,Education
30201,145740.0,PER,15,Lima,Lima,4,2013-01-01,2012-08-22,2014-05-01,0,Music
30202,18916000.0,USA,MN,Minneapolis,Minneapolis,3,2006-01-01,2007-01-01,2009-08-20,0,Health Care
30203,1136865.0,CAN,BC,BC - Other,Richmond,2,2007-01-01,2010-08-04,2014-04-07,0,Hardware + Software
30205,151299999.0,USA,CA,Anaheim,Irvine,10,2004-02-01,2005-04-25,2015-07-28,0,Cloud Computing
30206,27500000.0,CHN,23,Shanghai,Shanghai,4,2008-05-16,2011-01-18,2015-03-23,0,E-Commerce
30207,115030.0,TUR,34,Istanbul,Istanbul,1,2011-01-06,2014-01-14,2014-01-14,0,E-Commerce
30209,17000.0,TAN,23,TZA - Other,Dar Es Salaam,1,2012-01-01,2014-05-01,2014-05-01,0,Solar
30211,355727.0,USA,ME,ME - Other,Surry,3,2013-01-01,2013-09-01,2014-04-14,0,Educational Games
30212,409475.0,BGD,81,Dhaka,Dhaka,3,2010-03-01,2011-06-21,2012-04-10,0,E-Commerce
30213,150000.0,TUR,34,Istanbul,Istanbul,1,2015-01-06,2014-10-03,2014-10-03,0,Career Management
30215,2304999.0,USA,CA,SF Bay Area,San Francisco,3,2011-01-01,2011-01-01,2013-11-18,1,Mobile
30216,7662250.0,USA,NY,New York City,New York,6,2012-01-18,2012-03-14,2015-10-13,0,Internet Service Providers
30218,4835597.0,GBR,C2,Leeds,Halifax,2,2010-01-01,2013-06-04,2013-09-11,0,Games
30219,800000.0,USA,CA,Los Angeles,Los Angeles,1,2013-04-01,2014-08-01,2014-08-01,0,Collaborative Consumption
30220,1600000.0,GBR,H9,London,London,1,2014-04-30,2014-09-02,2014-09-02,0,Apps
30222,30000.0,ARE,3,Dubai,Dubai,1,2013-11-10,2014-01-14,2014-01-14,0,Advertising
30223,250000.0,DOM,10,DOM - Other,Punta Cana,1,2013-10-01,2013-06-04,2013-06-04,0,Gamification
30224,150040.0,CAN,BC,Vancouver,Vancouver,3,2011-01-01,2012-05-22,2013-03-01,0,Curated Web
30225,15000.0,,,,,1,2010-05-11,2010-05-11,2010-05-11,0,Advertising
30226,32000000.0,USA,MA,Boston,Boston,2,2000-01-01,2012-09-05,2014-07-22,0,Fashion
30229,15999999.0,USA,CA,SF Bay Area,Cupertino,4,2010-01-01,2010-03-24,2013-09-12,1,Analytics
30230,7700000.0,USA,CA,SF Bay Area,San Francisco,2,2013-04-01,2013-01-01,2015-07-08,0,Payments
30232,1204795.0,DEU,7,Cologne,Cologne,3,2007-04-01,2007-05-10,2008-05-30,0,Online Gaming
30233,150000000.0,,,,,1,2003-01-01,2013-08-07,2013-08-07,0,Natural Resources
30236,1514912.0,FRA,B9,FRA - Other,La France,1,2011-01-01,2014-10-31,2014-10-31,0,Education
30239,70000.0,UKR,13,Kiev,Kiev,1,2013-01-01,2013-05-20,2013-05-20,0,Digital Media
30240,2000000.0,IND,7,New Delhi,New Delhi,2,2012-01-01,2013-07-23,2014-10-21,0,E-Commerce
30241,600000.0,USA,MA,Boston,Boston,1,2009-01-01,2011-06-09,2011-06-09,0,Biotechnology
30242,7600000.0,GBR,F2,GBR - Other,Chilworth,1,2005-01-01,2012-09-06,2012-09-06,0,Biotechnology
30248,9000000.0,USA,WA,Seattle,Seattle,2,2008-09-01,2008-10-29,2011-02-04,0,E-Commerce
30251,600000.0,USA,NV,Las Vegas,Las Vegas,2,2008-02-14,2008-02-14,2008-12-22,0,Curated Web
30252,2250000.0,,,,,1,2013-01-01,2014-08-20,2014-08-20,0,Software
30258,10000000.0,USA,CA,Los Angeles,Los Angeles,1,2000-01-01,2008-01-28,2008-01-28,0,Entertainment
30260,5000000.0,USA,CA,SF Bay Area,Palo Alto,1,2011-01-01,2010-10-21,2010-10-21,1,Networking
30261,38000000.0,USA,CA,SF Bay Area,Menlo Park,1,2008-01-01,2014-09-15,2014-09-15,0,3D Printing
30262,7500000.0,USA,NJ,Newark,Denville,1,1975-01-01,2013-12-23,2013-12-23,0,Hardware + Software
30263,150000.0,USA,NY,New York City,New York,2,2013-06-01,2013-09-01,2014-08-05,0,Local
30264,120000.0,USA,CA,SF Bay Area,San Francisco,2,2014-07-15,2014-07-14,2015-06-05,0,Consumer Electronics
30266,1878000.0,USA,CA,SF Bay Area,Oakland,2,2013-01-01,2013-05-13,2013-08-01,0,Business Information Systems
30267,1125000.0,USA,NC,Asheville,Asheville,1,2011-01-01,2014-06-04,2014-06-04,0,Hospitality
30268,24000000.0,USA,MO,St. Louis,Bridgeton,1,1967-01-01,2015-04-13,2015-04-13,0,Distributors
30270,3200000.0,USA,NY,New York City,New York,2,2009-10-26,2014-01-01,2014-11-20,0,E-Commerce
30273,215000.0,USA,UT,Salt Lake City,Salt Lake City,1,2007-01-01,2010-05-11,2010-05-11,0,Biotechnology
30277,235024070.0,USA,CT,Hartford,Stamford,6,2004-01-14,2004-01-01,2012-08-17,1,Search
30278,8850000.0,USA,CA,SF Bay Area,San Francisco,2,2012-12-12,2012-12-01,2014-01-06,0,High Tech
30280,8580000.0,FRA,A3,FRA - Other,Gif-sur-yvette,2,2004-01-01,2005-12-22,2007-09-01,0,Software
30284,1662358.0,USA,WI,Madison,Madison,1,2011-01-01,2013-05-07,2013-05-07,0,Mobile
30285,50000.0,USA,LA,LA - Other,Lake Arthur,1,2012-10-01,2014-04-22,2014-04-22,0,Mobile
30286,7575000.0,USA,CA,SF Bay Area,Menlo Park,3,2010-01-01,2011-03-01,2013-04-01,0,Mobile
30288,48000000.0,USA,CA,SF Bay Area,Mountain View,3,2003-01-01,2005-03-15,2009-04-21,1,Software
30289,200000.0,UKR,17,Odessa,Odessa,1,2012-01-01,2014-04-25,2014-04-25,0,Banking
30291,9600000.0,USA,NC,Raleigh,Durham,1,1996-01-01,2009-09-22,2009-09-22,0,Biotechnology
30299,125000000.0,USA,IL,Chicago,Chicago,1,2001-01-01,2015-02-03,2015-02-03,0,Ediscovery
30301,1500000.0,,,,,1,2010-01-01,2010-01-01,2010-01-01,0,Information Technology
30302,700000.0,TWN,4,Taiwan,Tainan,1,2009-03-31,2014-06-01,2014-06-01,0,Application Platforms
30304,13000000.0,FRA,A8,Paris,Paris,1,1994-01-01,2005-10-11,2005-10-11,0,Software
30306,1600000.0,USA,FL,Miami,Miami,1,2011-07-11,2015-05-11,2015-05-11,0,Fitness
30307,6008656.0,USA,DC,"Washington, D.C.",Washington,3,2009-01-01,2010-12-22,2014-03-07,0,Hardware + Software
30309,38000000.0,USA,HI,Honolulu,Honolulu,3,2007-07-05,2008-01-01,2010-04-23,0,Clean Technology
30311,32900000.0,USA,CA,SF Bay Area,San Francisco,4,2008-01-01,2009-06-01,2014-09-11,0,Enterprise Software
30313,18853099.0,USA,NY,New York City,New York,5,2011-01-01,2013-01-01,2015-06-17,0,Fashion
30317,175000.0,USA,CA,SF Bay Area,San Francisco,3,2012-11-03,2011-11-03,2014-01-01,0,Android
30321,1150000.0,FRA,A8,Paris,Paris,3,2012-09-18,2013-05-11,2015-09-22,0,Android
30322,20000.0,,,,,1,2014-01-27,2014-07-18,2014-07-18,0,Crowdsourcing
30324,450000.0,ARG,7,Buenos Aires,Buenos Aires,1,2007-01-01,2008-08-30,2008-08-30,0,Advertising
30326,195000.0,CAN,BC,Vancouver,Vancouver,2,2013-10-18,2015-09-01,2015-12-01,0,
30327,135905.0,SWE,26,Stockholm,Stockholm,1,2013-10-01,2013-12-01,2013-12-01,0,Messaging
30328,922350.0,GBR,H9,London,London,1,2013-09-18,2012-08-01,2012-08-01,0,Artificial Intelligence
30329,1940850.0,BEL,12,Brussels,Louvain-la-neuve,1,2012-03-12,2012-01-01,2012-01-01,0,Android
30330,14518000.0,USA,CA,SF Bay Area,San Francisco,5,2011-12-01,2012-01-01,2014-07-01,0,Analytics
30333,1640000.0,USA,NY,New York City,New York,2,2013-03-01,2013-12-04,2014-10-29,0,Embedded Hardware and Software
30334,145000.0,USA,UT,Salt Lake City,Salt Lake City,1,1984-06-01,2014-08-13,2014-08-13,0,Photography
30335,3350000.0,USA,CA,SF Bay Area,San Mateo,5,2008-01-01,2008-01-01,2014-01-13,0,Cloud Infrastructure
30337,87000.0,USA,DE,"Wilmington, Delaware",Wilmington,1,2012-01-01,2014-02-03,2014-02-03,0,Art
30339,31389.0,BGR,42,Sofia,Sofia,1,2010-10-01,2012-09-01,2012-09-01,0,Curated Web
30340,47150000.0,USA,NY,New York City,New York,3,2012-05-01,2010-09-01,2015-03-16,0,Advertising
30342,530000.0,USA,TX,Dallas,Coppell,1,2011-06-20,2012-07-09,2012-07-09,0,Pharmaceuticals
30345,1300000.0,USA,CA,Los Angeles,Los Angeles,2,2009-02-10,2013-06-27,2014-02-16,0,Mobile
30348,255000.0,USA,KY,Louisville,Louisville,1,2010-02-01,2011-08-01,2011-08-01,0,Curated Web
30350,110000.0,USA,CA,SF Bay Area,San Jose,1,2011-12-29,2012-02-14,2012-02-14,0,Blogging Platforms
30352,4100000.0,USA,CA,SF Bay Area,San Francisco,2,2012-01-01,2012-02-27,2013-07-16,0,Security
30353,180000.0,USA,NY,New York City,New York,1,2011-11-11,2013-12-31,2013-12-31,0,Advertising
30354,20000.0,USA,TX,Austin,Austin,1,2010-01-01,2010-05-01,2010-05-01,1,Curated Web
30355,1000000.0,USA,TX,Dallas,Dallas,1,2013-11-15,2015-03-31,2015-03-31,0,Big Data Analytics
30356,10300000.0,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-07-01,2015-10-29,0,Public Transportation
30357,30000.0,ARE,3,Dubai,Dubai,1,2015-01-01,2015-02-01,2015-02-01,0,Big Data Analytics
30358,1100000.0,USA,NY,New York City,New York,1,2013-01-14,2013-10-15,2013-10-15,0,Curated Web
30359,160000.0,,,,,1,2012-03-01,2014-01-20,2014-01-20,0,Home Automation
30363,34500.0,USA,GA,Atlanta,Atlanta,1,2014-05-01,2015-02-28,2015-02-28,0,Public Relations
30364,5000000.0,USA,CA,SF Bay Area,San Francisco,1,2006-09-01,2007-05-01,2007-05-01,1,Content
30366,1600000.0,USA,CA,SF Bay Area,Berkeley,1,2005-01-01,2012-03-21,2012-03-21,0,Hardware
30370,5560000.0,BRA,2,Sao Paulo,São Paulo,4,2010-05-01,2010-03-15,2013-01-07,0,Content
30371,2873563.0,BRA,23,BRA - Other,Flores Da Cunha,1,1986-04-01,2007-11-09,2007-11-09,0,Automotive
30373,246560.0,FRA,A2,Rennes,Rennes,1,2009-09-01,2010-07-01,2010-07-01,0,Ticketing
30374,277120.0,FRA,B8,FRA - Other,Venelles,1,2010-10-06,2010-10-06,2010-10-06,0,Business Services
30376,2314005.0,FRA,A8,Paris,Paris,2,2012-06-11,2013-04-29,2014-06-30,0,Health and Wellness
30377,3000000.0,GBR,H9,London,London,1,1999-01-01,1999-01-01,1999-01-01,1,E-Commerce
30378,13500000.0,USA,NY,Long Island,Massapequa,3,2010-01-01,2011-04-21,2013-07-29,0,Biotechnology
30379,400000.0,USA,FL,Florida's Treasure Coast,Stuart,1,2009-01-01,2009-03-23,2009-03-23,0,Biotechnology
30380,2000000.0,USA,TX,Austin,Austin,1,1983-01-01,2014-11-05,2014-11-05,0,Real Estate
30382,15500000.0,USA,NV,Las Vegas,Las Vegas,1,2005-01-01,2006-06-16,2006-06-16,0,
30389,35500000.0,USA,CA,San Diego,San Diego,2,2001-01-01,2002-11-01,2003-08-18,0,Pharmaceuticals
30391,21999992.0,USA,NY,New York City,New York,3,2000-01-20,2012-01-10,2014-01-09,0,Data Center Infrastructure
30392,75103391.0,USA,IA,IA - Other,North Liberty,5,2006-01-01,2009-08-27,2015-03-04,1,Biotechnology
30393,43500000.0,USA,CA,SF Bay Area,Redwood City,2,2010-01-01,2011-08-29,2013-06-10,0,Enterprise Software
30395,815506.0,USA,TX,Austin,Austin,1,2010-01-01,2014-05-09,2014-05-09,0,Clean Technology
30398,58295000.0,USA,NY,New York City,New York,3,2013-05-01,2014-02-11,2014-11-24,0,Software
30399,49660149.0,ISR,5,Tel Aviv,Tel Aviv,7,2006-01-01,2007-12-01,2014-04-08,0,Advertising
30401,2300000.0,SGP,,Singapore,Singapore,2,2011-01-01,2011-01-01,2012-05-01,0,Games
30403,250000.0,USA,TX,Austin,Austin,1,2012-01-01,2013-08-28,2013-08-28,0,Advertising
30404,400000.0,USA,CA,SF Bay Area,San Francisco,1,2008-01-02,2008-06-01,2008-06-01,1,Accounting
30406,2525000.0,USA,NC,Raleigh,Chapel Hill,1,2011-01-01,2014-03-31,2014-03-31,0,Health Care
30407,500000.0,ESP,56,Barcelona,Barcelona,1,2011-01-01,2014-01-07,2014-01-07,0,Internet of Things
30409,5000.0,,,,,1,2013-04-29,2014-05-14,2014-05-14,0,Brand Marketing
30411,50000.0,CAN,ON,Toronto,Toronto,1,2012-01-01,2012-08-01,2012-08-01,0,Enterprises
30414,1000000.0,GBR,H9,London,London,1,2013-03-01,2013-11-01,2013-11-01,0,Beauty
30415,10518225.0,USA,NC,Winston-Salem,Winston Salem,3,2008-01-01,2010-06-28,2015-03-26,0,Biotechnology
30416,4871149.0,USA,TX,San Antonio,San Antonio,2,1997-01-01,2009-06-19,2010-05-27,0,Biotechnology
30417,245000000.0,USA,IL,Chicago,Chicago,2,1909-01-01,2002-10-01,2003-07-01,0,Theatre
30418,4000000.0,ISL,36,ISL - Other,Ísafjörður,4,2009-01-01,2010-01-05,2014-02-21,0,Medical Devices
30419,7689954.0,USA,MO,St. Louis,Saint Louis,3,1999-01-01,2009-06-15,2012-01-13,0,Biotechnology
30420,800000.0,USA,FL,Tampa,Wesley Chapel,1,2011-01-01,2013-06-10,2013-06-10,0,Biotechnology
30423,92000.0,,,,,1,2012-01-18,2012-05-05,2012-05-05,0,E-Commerce
30424,100000.0,USA,CO,Denver,Aurora,1,2012-03-03,2014-07-09,2014-07-09,0,IT and Cybersecurity
30427,75000.0,USA,CO,Denver,Broomfield,1,2014-09-17,2015-06-23,2015-06-23,0,Information Technology
30429,31569703.9060323,GBR,H9,London,London,2,2012-01-01,2014-10-08,2015-12-02,0,Healthcare Services
30430,10000000.0,USA,CA,SF Bay Area,Menlo Park,1,2013-01-01,2014-10-22,2014-10-22,0,Consumer Electronics
30432,40000.0,USA,NY,New York City,New York,1,2014-01-01,2015-01-05,2015-01-05,0,Events
30433,385980.0,,,,,1,2012-01-01,2013-08-01,2013-08-01,0,Social Media
30434,11051348.9665482,GBR,J8,Nottingham,Nottingham,3,1999-01-01,2009-07-31,2015-11-06,0,Software
30435,24000000.0,USA,CA,SF Bay Area,San Jose,2,1983-01-01,2003-06-27,2007-01-08,1,Analytics
30439,850000.0,IND,16,Mumbai,Mumbai,2,2012-08-15,2013-11-18,2015-07-15,0,Curated Web
30440,973622.0,KOR,11,Seoul,Seoul,4,2013-07-15,2013-08-15,2015-02-15,0,Software
30443,6000000.0,USA,CA,Santa Barbara,Oxnard,1,2009-01-01,2014-07-09,2014-07-09,0,Food Processing
30445,16000.0,USA,GA,Atlanta,Atlanta,1,2012-11-01,2013-10-11,2013-10-11,0,Media
30446,32868505.0,USA,MA,Boston,Cambridge,2,2009-01-01,2014-02-06,2014-12-16,0,Biotechnology
30447,19400000.0,FRA,A8,Paris,Paris,3,2003-01-01,2006-04-01,2009-01-19,1,Games
30448,40000.0,CHL,12,Santiago,Santiago,1,2013-01-01,2013-08-23,2013-08-23,0,Social Media
30449,640000.0,USA,TX,Dallas,Richardson,2,2008-01-01,2010-08-23,2012-01-05,0,Health and Wellness
30450,830000.0,USA,PA,Pittsburgh,Pittsburgh,4,2010-04-01,2010-06-01,2013-12-27,0,Enterprises
30451,83552341.7442691,GBR,A7,Birmingham,Birmingham,1,2006-01-01,2015-11-23,2015-11-23,0,
30453,1569095.0,GBR,C7,Coventry,Coventry,1,2005-01-01,2015-06-17,2015-06-17,0,Law Enforcement
30454,100000.0,USA,OK,Oklahoma City,Edmond,1,2012-01-01,2012-06-07,2012-06-07,0,Health Care
30457,12500000.0,USA,CA,SF Bay Area,Palo Alto,1,2001-07-01,2003-02-07,2003-02-07,0,Architecture
30458,1750000.0,USA,TX,Dallas,Dallas,2,2008-10-20,2010-01-01,2011-02-02,1,Mobile
30459,13637262.0,GBR,H9,London,London,1,1980-01-01,2013-08-05,2013-08-05,0,Travel
30462,10800000.0,USA,NY,New York City,New York,1,2014-01-01,2015-07-15,2015-07-15,0,Web Tools
30465,2520000.0,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2013-01-01,2013-01-01,0,Fleet Management
30467,27419807.0,USA,MN,Minneapolis,Minneapolis,5,2011-01-01,2012-09-02,2015-07-15,0,Enterprise Software
30468,40000.0,CHL,12,Santiago,Santiago,1,2012-08-01,2011-11-23,2011-11-23,0,Games
30469,15000000.0,USA,CA,Sacramento,Sacramento,1,2001-01-01,2004-05-26,2004-05-26,0,Semiconductors
30470,3540815.0,SWE,,,,1,2007-01-01,2015-05-28,2015-05-28,0,Curated Web
30472,25000.0,CHN,22,Beijing,Beijing,1,2014-01-01,2014-11-10,2014-11-10,0,Innovation Management
30473,1000000.0,IND,7,New Delhi,New Delhi,1,2009-01-01,2013-01-10,2013-01-10,0,Android
30474,1500000.0,,,,,1,2008-05-14,2013-09-02,2013-09-02,0,Hardware
30475,15775000.0,USA,NY,New York City,New York,4,2012-01-01,2012-04-15,2015-08-25,0,E-Commerce
30477,100000.0,,,,,1,2014-01-01,2015-01-01,2015-01-01,0,Apps
30478,20000.0,USA,MA,Boston,Needham,1,2014-10-01,2015-01-05,2015-01-05,0,Services
30480,1740000.0,GBR,H9,London,London,1,2010-03-11,2010-03-30,2010-03-30,1,E-Commerce
30481,12000000.0,USA,CA,SF Bay Area,San Mateo,2,2003-01-01,2006-12-06,2011-02-09,0,Digital Media
30482,20400000.0,USA,NE,Omaha,Omaha,4,2002-01-01,2009-10-14,2011-06-30,0,Public Relations
30484,5000000.0,KOR,13,Seongnam,Seongnam,1,2012-09-11,2015-12-05,2015-12-05,0,FinTech
30486,47000000.0,USA,CA,SF Bay Area,Campbell,4,2008-01-01,2010-05-01,2014-10-01,0,Technology
30489,26000.0,USA,MI,Detroit,Ann Arbor,1,2014-04-12,2015-07-05,2015-07-05,0,Finance Technology
30490,20000000.0,USA,MA,Boston,Burlington,1,2006-03-01,2011-08-17,2011-08-17,0,Health and Wellness
30491,14000000.0,ISR,5,Tel Aviv,Herzliya,1,2004-01-01,2014-05-15,2014-05-15,0,Health and Wellness
30492,1097400.0,USA,WI,Milwaukee,Milwaukee,4,2008-10-13,2013-03-28,2015-11-01,0,Education
30494,3102770.0,USA,PA,PA - Other,Willow Grove,3,1987-01-01,2009-10-05,2012-04-03,0,Health and Wellness
30497,850000.0,USA,MO,St. Louis,Fenton,1,2004-01-01,2015-02-26,2015-02-26,0,Software
30498,1100.0,,,,,1,2006-08-28,2010-07-20,2010-07-20,0,Hardware + Software
30499,1000000.0,USA,FL,Jacksonville,Kenansville,1,2012-01-01,2014-01-02,2014-01-02,0,E-Commerce
30500,500000.0,USA,FL,Tampa,Tampa,1,2012-01-01,2015-05-22,2015-05-22,0,Pharmaceuticals
30501,917500.0,USA,UT,Salt Lake City,Park City,3,2008-01-01,2009-07-10,2011-01-15,0,Health and Wellness
30502,28340149.0,USA,MD,Baltimore,Hanover,3,2008-01-01,2009-05-05,2010-03-30,1,Security
30503,9100000.0,USA,NY,New York City,New York,1,2013-01-01,2015-03-24,2015-03-24,0,Content
30505,23000000.0,USA,CA,SF Bay Area,South San Francisco,1,2015-01-01,2015-06-16,2015-06-16,0,Development Platforms
30506,3250000.0,MYS,14,Kuala Lumpur,Kuala Lumpur,2,2015-01-01,2015-05-06,2015-07-20,0,Consumer Goods
30507,2000000.0,GBR,H9,London,London,1,2010-01-01,2010-01-01,2010-01-01,0,Finance
30510,44000000.0,USA,NY,New York City,New York,1,1992-01-01,2004-06-16,2004-06-16,0,Curated Web
30511,7200000.0,USA,CA,SF Bay Area,Mountain View,2,2006-01-01,2011-11-04,2013-05-20,0,Education
30514,4000000.0,USA,TX,Austin,Austin,1,2012-01-01,2015-04-13,2015-04-13,0,Product Design
30515,120000.0,USA,GA,Atlanta,Atlanta,2,2009-01-01,2009-11-20,2010-12-01,1,Music
30516,761409.0,GBR,V3,GBR - Other,Nairn,1,2003-11-07,2007-07-01,2007-07-01,0,Consulting
30518,59926327.2861577,BEL,1,Brussels,Bel,3,2000-01-01,2001-10-08,2007-11-01,1,Shipping
30522,2500000.0,CAN,ON,Toronto,Toronto,1,2008-06-27,2007-08-14,2007-08-14,0,Software
